Player_Name,Team,Matches,Tournaments,Goals,Own_Goals,Yellow_Cards,Red_Cards,Times_Suspended,Times_Captain,Times_Starter,Times_Sub,Penalties_Scored,Missed_Penalties,Goals_Per_Match,Cards_Per_Match
Carlos GUEVARA,Mexico,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Carlos GONZALEZ,Mexico,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Carlos GOMEZ,Mexico,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Carlos ESTRADA,Colombia,4,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0
Carlos DE LOS COBOS,Mexico,5,1,0,0,1,0,0,0,1,4,0,0,0.0,0.2
Carlos CORREA,Uruguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Carlos CONTRERAS,Chile,6,1,0,0,0,0,0,0,5,1,0,0,0.0,0.0
Carlos CILLONIZ,Peru,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Carlos CASZELY,Chile,6,2,0,0,1,1,1,0,4,2,0,0,0.0,0.333
Carlos CARUS,Mexico,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Carlos CAMPOS,Chile,9,2,0,0,0,0,0,0,1,8,0,0,0.0,0.0
Carlos CALDERON DE LA BARCA,Mexico,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Carlos CABELLERO,Honduras,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Carlos BORJA,Bolivia,3,1,0,0,1,0,0,3,3,0,0,0,0.0,0.333
Carlos BLANCO,Mexico,5,2,0,0,0,0,0,0,2,3,0,0,0.0,0.0
Carlos APONTE,Colombia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Carlos AGUILERA,Uruguay,8,2,0,0,0,0,0,0,1,7,0,0,0.0,0.0
Carlos PAREDES,Paraguay,4,1,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Carlos RECINOS,El Salvador,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
Carlos REINOSO,Chile,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
Carmelo SIMEONE,Argentina,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Celso GUITY,Honduras,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Celestine BABAYARO,Nigeria,4,1,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Celestin OLIVER,France,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Celestin DELMER,France,4,2,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Cees VAN IERSSEL,Netherlands,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Cayetano CARRERAS SAGUEIR,Paraguay,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Castor CANTERO,Paraguay,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Casimiro TORRES,Chile,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Casiano CHAVARRIA,Bolivia,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Casiano CESPEDES,Paraguay,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Carlos TRUCCO,Bolivia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Carlos RIOLFO,Uruguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Carlos TEJAS,Chile,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Carlos TAPIA,Argentina,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Carlos SQUEO,Argentina,6,1,0,0,0,0,0,0,2,4,0,0,0.0,0.0
Carlos SPADARO,Argentina,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
Carlos SEPTIEN,Mexico,5,2,0,0,0,0,0,0,2,3,0,0,0.0,0.0
Carlos SCHNEBERGER,Chile,3,1,0,0,0,0,0,2,2,1,0,0,0.0,0.0
Carlos ROMERO,Uruguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Carlos ROJAS,Chile,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Carlos ROA,Argentina,5,1,0,0,1,0,0,0,5,0,0,0,0.0,0.2
Carlos RIVAS,Chile,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Cobi JONES,USA,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Colin BELL,England,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Carlo MATTREL,Italy,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
DAVIDS,South Africa,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
DEMEL,Cte d'Ivoire,6,2,0,0,1,0,0,0,2,4,0,0,0.0,0.167
DEMBELE,Belgium,5,1,0,0,1,0,0,0,2,3,0,0,0.0,0.2
DELVECCHIO,Italy,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
DEJAGAH,Iran,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
DEFOUR,Belgium,5,1,0,0,0,1,1,0,1,4,0,0,0.0,0.2
DEFLANDRE,Belgium,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
DEDI?,Slovenia,3,1,0,0,1,0,0,0,1,2,0,0,0.0,0.333
DEBUCHY,France,5,1,0,0,0,0,0,0,4,1,0,0,0.0,0.0
DE ZEEUW,Netherlands,7,1,0,0,0,0,0,0,1,6,0,0,0.0,0.0
DE VLIEGER,Belgium,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
DE SORDI,Brazil,6,1,0,0,0,0,0,0,5,1,0,0,0.0,0.0
DE SCIGLIO,Italy,3,1,0,0,1,0,0,0,1,2,0,0,0.0,0.333
DE SANCTIS,Italy,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
DE PEDRO,Spain,5,1,0,0,1,0,0,0,4,1,0,0,0.0,0.2
DE LA CRUZ,Ecuador,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
DE JONG,Netherlands,14,2,0,0,3,0,0,0,11,3,0,0,0.0,0.214
DE GUZMAN,Netherlands,7,1,0,0,2,0,0,0,3,4,0,0,0.0,0.286
DE GEA,Spain,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
DE CLER,Netherlands,4,1,0,0,1,0,0,0,1,3,0,0,0.0,0.25
DE BOECK,Belgium,4,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0
DE AVILA,Colombia,6,2,0,0,1,0,0,0,2,4,0,0,0.0,0.167
DAWSON,England,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
DAVIS,USA,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
DEMERIT,USA,4,1,0,0,1,0,0,0,4,0,0,0,0.0,0.25
DENILSON,Brazil,17,3,0,0,2,0,0,0,3,14,0,0,0.0,0.118
DENISOV,Russia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
DIAZ J.,Costa Rica,5,1,0,0,1,0,0,0,5,0,0,0,0.0,0.2
DISKERUD,USA,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
DIOUF,Senegal,5,1,0,0,1,0,0,0,5,0,0,0,0.0,0.2
DIOMANDE,Cte d'Ivoire,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
DINO SANI,Brazil,6,1,0,0,0,0,0,0,2,4,0,0,0.0,0.0
DINI?,Slovenia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
DIKGACOI,South Africa,3,1,0,0,2,0,0,0,2,1,0,0,0.0,0.667
DIGNE,France,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
DIEGO COSTA,Spain,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
DIDULICA,Croatia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
DIDA,Brazil,25,4,0,0,0,0,0,1,6,19,0,0,0.0,0.0
DIAZ,Chile,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
DEQUINHA,Brazil,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
DIATTA,Senegal,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
DIARRA,France,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
DIALLO,Senegal,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
DIABY,France,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
DI LIVIO,Italy,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
DI BIAGIO,Italy,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
DHORASOO,France,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
DESAILLY,France,3,1,0,0,0,0,0,3,3,0,0,0,0.0,0.0
DERDIYOK,Switzerland,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
DER,Portugal,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
DAVIDSON,Australia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
DAVID DEGEN,Switzerland,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Colin CALDERWOOD,Scotland,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
DAVARI,Iran,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
D. ALVES,Brazil,5,1,0,0,0,0,0,0,3,2,0,0,0.0,0.0
D W JI,South Korea,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
D S HA,South Korea,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
D R CHA,South Korea,7,1,0,0,1,0,0,0,1,6,0,0,0.0,0.143
Czeslaw POVOLNY,France,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Cyrille MAKANAKY,Cameroon,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
Curt BERGSTEN,Sweden,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Cristobal ORTEGA,Mexico,8,2,0,0,0,0,0,0,1,7,0,0,0.0,0.0
Crescencio GUTIERREZ,Mexico,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Craig LEVEIN,Scotland,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Coskun TAS,Turkey,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Corneliu ROBE,Romania,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Corneliu PAPURA,Romania,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Cornel DINU,Romania,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Constantin GALCA,Romania,9,2,0,0,0,0,0,0,4,5,0,0,0.0,0.0
Constant HUYSMANS,Belgium,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Conduelo PIRIZ,Uruguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Comunardo NICCOLAI,Italy,6,1,0,0,0,0,0,0,1,5,0,0,0.0,0.0
Colin WEBSTER,Wales,5,1,0,0,0,0,0,0,3,2,0,0,0.0,0.0
Colin MILLER,Canada,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Colin MC DONALD,England,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Colin HENDRY,Scotland,3,1,0,0,0,0,0,3,3,0,0,0,0.0,0.0
Colin CURRAN,Australia,3,1,0,1,0,0,0,0,3,0,0,0,0.0,0.0
D. BAGGIO,Italy,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
D. BARRETO,Paraguay,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
D. BOATENG,Ghana,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
DABANOVIC,Slovenia,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
DAUDA,Ghana,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
DARMIAN,Italy,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
DARIO,Brazil,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
DANTE,Paraguay,10,2,0,0,1,0,0,0,1,9,0,0,0.0,0.1
DANNY,Portugal,4,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0
DANILO ALVIM,Brazil,6,1,0,0,0,0,0,0,5,1,0,0,0.0,0.0
DANI ALVES,Brazil,7,1,0,0,1,0,0,0,4,3,0,0,0.0,0.143
DAMAS,Portugal,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
DAF,Senegal,5,1,0,0,2,0,0,0,5,0,0,0,0.0,0.4
DAEV,Russia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
DA SILVA,Paraguay,8,2,0,0,0,0,0,0,5,3,0,0,0.0,0.0
D. FERNANDES,Portugal,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
D.SILVA,Uruguay,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
D. TRISTAN,Spain,5,1,0,0,0,0,0,0,2,3,0,0,0.0,0.0
D. REYES,Mexico,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
D. PEREZ,Uruguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
D. OPARE,Ghana,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
D. MILITO,Argentina,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
D. LUGANO,Uruguay,4,1,0,0,2,0,0,1,1,3,0,0,0.0,0.5
D. LANZA,Ecuador,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
D. KOMBAROV,Russia,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
D. FORLAN,Uruguay,4,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0
Carlo PAROLA,Italy,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Carlo CERESOLI,Italy,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Bretislav DOLEJSI,Czechoslovakia,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
CABRERA,Colombia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
CARMELO,Spain,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
CARLOS,Brazil,17,3,0,0,0,0,0,0,5,12,0,0,0.0,0.0
CAPUCHO,Portugal,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
CAPDEVILA,Spain,7,1,0,0,1,0,0,0,7,0,0,0,0.0,0.143
CANNAVARO,Italy,14,3,0,0,3,0,0,10,13,1,0,0,0.0,0.214
CANIZA,Paraguay,9,2,0,0,1,0,0,1,5,4,0,0,0.0,0.111
CANIGGIA,Argentina,3,1,0,0,0,1,1,0,0,3,0,0,0.0,0.333
CANEIRA,Portugal,10,2,0,0,0,0,0,0,1,9,0,0,0.0,0.0
CANDREVA,Italy,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
CANDELA,France,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
CANALES,Honduras,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
CAMPAGNARO,Argentina,7,1,0,0,0,0,0,0,1,6,0,0,0.0,0.0
CAMORANESI,Italy,10,2,0,0,3,0,0,0,4,6,0,0,0.0,0.3
CAMERON,USA,4,1,0,0,1,0,0,0,3,1,0,0,0.0,0.25
CAMBRONERO D.,Costa Rica,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
CALVO D.,Costa Rica,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
CALERO,Colombia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
CAIZARES,Spain,12,3,0,0,0,0,0,0,2,10,0,0,0.0,0.0
CAIZA,Paraguay,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
CAICEDO,Ecuador,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
CAFU,Brazil,26,4,0,0,6,0,0,11,17,9,0,0,0.0,0.231
CADAMURO,Algeria,4,1,0,0,1,0,0,0,0,4,0,0,0.0,0.25
CACERES,Paraguay,11,2,0,0,2,0,0,0,6,5,0,0,0.0,0.182
CARMONA,Chile,8,2,0,0,2,0,0,0,3,5,0,0,0.0,0.25
CARNELL,South Africa,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
CARNEY,Australia,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
CASTILHO,Brazil,21,4,0,0,0,0,0,0,3,18,0,0,0.0,0.0
CENTENO W.,Costa Rica,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
CENTENO,Costa Rica,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
CELADES,Spain,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
CEH N.,Slovenia,3,1,0,0,0,1,1,0,0,3,0,0,0.0,0.333
CEH A.,Slovenia,3,1,0,0,1,0,0,3,3,0,0,0,0.0,0.333
CECH,Czech Republic,7,2,0,0,0,0,0,0,4,3,0,0,0.0,0.0
CCERES,Paraguay,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
CAVALLERO,Argentina,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
CASTRO,Costa Rica,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
CASTILLO,Uruguay,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
CASTAEDA,Chile,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
CARPEGIANI,Brazil,7,1,0,0,1,0,0,0,5,2,0,0,0.0,0.143
CASSANO,Italy,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
CASILLAS,Spain,16,3,0,0,0,0,0,9,15,1,0,0,0.0,0.0
CASAGRANDE,Brazil,5,1,0,0,0,0,0,0,2,3,0,0,0.0,0.0
CARVALHO LEITE,Brazil,3,2,0,0,0,0,0,0,1,2,0,0,0.0,0.0
CARVALHO,Portugal,6,1,0,0,0,0,0,0,1,5,0,0,0.0,0.0
CARSON,England,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
CARSLEY,Ireland,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
CARRICK,England,9,2,0,0,0,0,0,0,1,8,0,0,0.0,0.0
CARRASSO,France,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
CARRAGHER,England,9,2,0,0,3,0,0,0,3,6,0,0,0.0,0.333
CABUNGULA,Angola,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
CABELLA,France,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
CESAR,Spain,16,3,0,0,1,0,0,0,3,13,0,0,0.0,0.062
CABECAO,Brazil,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
C Y PARK,South Korea,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
C Y LEE,South Korea,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
C VELA,Mexico,4,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0
C SALCIDO,Mexico,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
C S LEE,South Korea,7,1,0,0,1,0,0,0,2,5,0,0,0.0,0.143
C S KIM,South Korea,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
C BLANCO,Mexico,4,1,0,0,0,0,0,1,1,3,1,0,0.0,0.0
Bulent EKEN,Turkey,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Buenaventura FERREIRA,Paraguay,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Buanga TSHIMEN,Zaire,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Bryan GUNN,Scotland,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Bryan DOUGLAS,England,8,2,0,0,0,0,0,0,7,1,0,0,0.0,0.0
Bruno VERSAVEL,Belgium,4,1,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Bruno ENGELMEIER,Austria,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Bruno CHIZZO,Italy,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Bruno BELLONE,France,14,2,0,0,0,0,0,0,3,11,0,0,0.0,0.0
Bruno BELIN,Yugoslavia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Bruce WILSON,Canada,3,1,0,0,0,0,0,3,3,0,0,0,0.0,0.0
Bruce RIOCH,Scotland,3,1,0,0,0,0,0,2,2,1,0,0,0.0,0.0
Brian TURNER,New Zealand,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Brian MAISONNEUVE,USA,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Brian LABONE,England,4,1,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Brian BLISS,USA,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
C. BENITEZ,Ecuador,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
C. BLANCO,Mexico,4,1,0,0,1,0,0,0,4,0,1,0,0.0,0.25
C. BRAVO,Chile,4,1,0,0,0,0,0,4,4,0,0,0,0.0,0.0
C. SANCHEZ,Colombia,5,1,0,0,1,0,0,0,4,1,0,0,0.0,0.2
CABAYE,France,5,1,0,0,2,0,0,0,4,1,0,0,0.0,0.4
CABANAS,Switzerland,4,1,0,0,1,0,0,0,4,0,0,0,0.0,0.25
CABAAS,Paraguay,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
C.RONALDO,Portugal,7,1,0,0,1,0,0,0,6,1,1,0,0.0,0.143
C.MARCHENA,Spain,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
C. ZUIGA,Colombia,5,1,0,0,0,0,0,0,4,1,0,0,0.0,0.0
C. ZAPATA,Colombia,5,1,0,0,0,0,0,0,4,1,0,0,0.0,0.0
C. TORRES,Spain,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
C. SUAREZ,Mexico,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
C. STUANI,Uruguay,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
C. SALCIDO,Mexico,8,2,0,0,1,0,0,0,5,3,0,0,0.0,0.125
C. CARBONERO,Colombia,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
C. RODRIGUEZ,Argentina,9,2,0,0,0,0,0,0,5,4,0,0,0.0,0.0
C. POULSEN,Denmark,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
C. PEA,Mexico,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
C. MORA,Ecuador,4,1,0,0,1,0,0,0,4,0,0,0,0.0,0.25
C. MARCHENA,Spain,4,1,0,0,1,0,0,0,1,3,0,0,0.0,0.25
C. LARA,Ecuador,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
C. KUM CHOL,North Korea,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
C. JONG HYOK,North Korea,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
C. JENSEN,Denmark,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
C. GERMANO,Brazil,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
CERCI,Italy,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
CESC,Spain,4,1,0,0,1,0,0,0,2,2,0,0,0.0,0.25
Carlo ANNOVAZZI,Italy,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
CHUNG Hae Won,South Korea,3,1,0,0,1,0,0,0,1,2,0,0,0.0,0.333
CONNOLLY,Ireland,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
COLY,Senegal,5,1,0,0,2,0,0,0,5,0,0,0,0.0,0.4
COLTORTI,Switzerland,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
COLOCCINI,Argentina,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
COCU,Netherlands,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
COCO,Italy,4,1,0,0,1,0,0,0,1,3,0,0,0.0,0.25
CLICHY,France,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
CLAYTON,Tunisia,6,2,0,0,2,0,0,0,3,3,0,0,0.0,0.333
CLASIE,Netherlands,7,1,0,0,0,0,0,0,1,6,0,0,0.0,0.0
CLAROS,Honduras,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
CLARK,USA,4,1,0,0,1,0,0,0,2,2,0,0,0.0,0.25
CLAPHAM,New Zealand,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
CISSOKHO,Senegal,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
CISSE,Senegal,10,2,0,0,2,0,0,4,5,6,0,0,0.0,0.2
CIRIACO,Spain,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
CIMAN,Belgium,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
CILLESSEN,Netherlands,7,1,0,0,0,0,0,0,7,0,0,0,0.0,0.0
CILAURREN,Spain,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
CICINHO,Brazil,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
CHYGRYNSKYY,Ukraine,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
CHUNG Yong Hwan,South Korea,6,2,0,0,0,0,0,1,4,2,0,0,0.0,0.0
CHUNG Nam Sik,South Korea,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
CHUNG Jong Soo,South Korea,6,2,0,0,0,0,0,0,1,5,0,0,0.0,0.0
CONRAD,USA,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
CONTRERAS,Spain,9,2,0,0,0,0,0,0,1,8,0,0,0.0,0.0
CONVEY,USA,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
CRISANTO BOSCH,Spain,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Carlo ANCELOTTI,Italy,11,2,0,0,0,0,0,0,2,9,0,0,0.0,0.0
Carles REXACH,Spain,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Carl VALENTINE,Canada,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
CUNNINGHAM,Ireland,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
CULINA,Australia,7,2,0,0,1,0,0,0,7,0,0,0,0.0,0.143
CUFRE,Argentina,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
CUBERO J.,Costa Rica,5,1,0,0,1,0,0,0,0,5,0,0,0.0,0.2
CUADRADO,Colombia,5,1,0,0,0,0,0,0,5,0,1,0,0.0,0.0
CRUZ,Argentina,5,1,0,0,1,0,0,0,0,5,0,0,0.0,0.2
CRISCITO,Italy,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
CRIS,Brazil,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
CORDERO,Costa Rica,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
COX,Trinidad and Tobago,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
COVIC,Australia,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
COUTINHO,Brazil,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
COURTOIS,Belgium,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
COUPET,France,10,2,0,0,0,0,0,0,0,10,0,0,0.0,0.0
COSTINHA,Portugal,7,1,0,0,4,1,1,0,4,3,0,0,0.0,0.714
COSTACURTA,Italy,7,1,0,0,2,0,0,0,6,1,0,0,0.0,0.286
CORNEJO,Chile,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
CORLUKA,Croatia,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
CORDOBA,Colombia,6,2,0,0,0,0,0,0,3,6,0,0,0.0,0.0
