Player_Name,Team,Matches,Tournaments,Goals,Own_Goals,Yellow_Cards,Red_Cards,Times_Suspended,Times_Captain,Times_Starter,Times_Sub,Penalties_Scored,Missed_Penalties,Goals_Per_Match,Cards_Per_Match
SOBRINHO,Portugal,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
SRENSEN,Denmark,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
SORENSEN,Denmark,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
SQUILLACI,France,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
SPYROPOULOS,Greece,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
SPYCHER,Switzerland,4,1,0,0,1,0,0,0,1,3,0,0,0.0,0.25
SPIRANOVIC,Australia,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
SPECTOR,USA,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
SPAHI?,Bosnia and Herzegovina,3,1,0,0,1,0,0,3,3,0,0,0,0.0,0.333
SOUTHGATE,England,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
SOULEYMANOU,Cameroon,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
SOUDANI,Algeria,4,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0
SORIN,Argentina,8,2,0,0,2,0,0,4,7,1,0,0,0.0,0.25
SONGOO,Cameroon,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
SODJE,Nigeria,3,1,0,0,1,0,0,0,2,1,0,0,0.0,0.333
SONGO'O,Cameroon,3,1,0,0,1,0,0,0,1,2,0,0,0.0,0.333
SONG,Cameroon,12,4,0,0,3,2,2,3,8,4,0,0,0.0,0.417
SOMMER,Switzerland,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
SOLSKJR,Norway,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
SOLOMATIN,Russia,3,1,0,0,2,0,0,0,3,0,0,0,0.0,0.667
SOLIS M.,Costa Rica,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
SOLIS,Costa Rica,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
SOLE,Spain,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
SOLDO,Croatia,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
SOGAHATA,Japan,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
S Y YUN,South Korea,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
S Y KI,South Korea,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
S Y CHOI,South Korea,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Robert FLECK,Scotland,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Robert PECL,Austria,3,1,0,0,2,0,0,0,3,0,0,0,0.0,0.667
Robert MOUYNET,France,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Robert MAERTENS,Belgium,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Robert LEE,England,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Robert KOERNER,Austria,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
Robert JONQUET,France,8,2,0,0,0,0,0,5,6,2,0,0,0.0,0.0
Robert JOHNSTONE,Scotland,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Robert HOSP,Switzerland,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Robert HERBIN,France,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Robert GADOCHA,Poland,7,1,0,0,0,0,0,0,7,0,0,0,0.0,0.0
Robert DIENST,Austria,8,2,0,0,0,0,0,0,2,6,0,0,0.0,0.0
Robert SADOWSKY,Romania,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Robert BUDZYNSKI,France,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Robert ALMOND,New Zealand,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Rober ERYOL,Turkey,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Rob WITSCHGE,Netherlands,5,1,0,0,1,0,0,0,3,2,0,0,0.0,0.2
Roar STRAND,Norway,7,2,0,0,0,0,0,0,2,5,0,0,0.0,0.0
Rizah MESKOVIC,Yugoslavia,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Rinus ISRAEL,Netherlands,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Rino FERRARIO,Italy,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Rinat DASAEV,Soviet Union,12,3,0,0,0,0,0,1,9,3,0,0,0.0,0.0
Rigoberto CISNEROS,Mexico,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Robert PIRES,France,7,1,0,0,0,0,0,0,1,6,0,0,0.0,0.0
Robert SARA,Austria,6,1,0,0,1,0,0,6,6,0,0,0,0.0,0.167
Ridvan BOLATLI,Turkey,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Roberto HODGE,Chile,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Roberto SENSINI,Argentina,12,2,0,0,2,0,0,0,5,7,0,0,0.0,0.167
Roberto ROSATO,Italy,9,2,0,0,1,0,0,0,6,3,0,0,0.0,0.111
Roberto ROJAS,Peru,6,1,0,0,0,0,0,0,1,5,0,0,0.0,0.0
Roberto RIVAS,El Salvador,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Roberto PERFUMO,Argentina,10,2,0,1,2,0,0,4,8,2,0,0,0.0,0.2
Roberto MUSSI,Italy,7,1,0,0,0,0,0,0,3,4,0,0,0.0,0.0
Roberto MOSQUERA,Peru,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Roberto MATOSAS,Uruguay,6,1,0,0,0,0,0,0,6,0,0,0,0.0,0.0
Roberto MANCINI,Italy,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Roberto LEOPARDI,Uruguay,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Roberto FRIGERIO,Switzerland,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Robert VAN KERCKHOVEN,Belgium,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Roberto FERRERO,Argentina,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Roberto FERNANDEZ,Paraguay,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Roberto Eduardo SOSA,Uruguay,7,2,0,0,0,0,0,0,3,4,0,0,0.0,0.0
Roberto DONADONI,Italy,14,2,0,0,0,0,0,0,10,4,0,0,0.0,0.0
Roberto DI MATTEO,Italy,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
Roberto CORTES,Chile,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Roberto CERRO,Argentina,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
Roberto BAILEY,Honduras,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Roberto AYALA,Argentina,5,1,0,0,1,0,0,0,5,0,0,0,0.0,0.2
Roberto ANZOLIN,Italy,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Rigobert SONG,Cameroon,3,1,0,0,0,1,1,0,2,1,0,0,0.0,0.333
Ridha ELLOUZ,Tunisia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
S W KIM,South Korea,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Raymundo INFANTE,Chile,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Rene FERNANDEZ,Bolivia,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Rene DEREUDDRE,France,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Rene BRODMANN,Switzerland,3,1,0,0,0,0,0,2,2,1,0,0,0.0,0.0
Renato SAINZ,Bolivia,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Renato OLMI,Italy,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Renato BIZZOZERO,Switzerland,5,2,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Reino BORJESSON,Sweden,6,1,0,0,0,0,0,0,4,2,0,0,0.0,0.0
Reinhold MUENZENBERG,Germany,6,2,0,0,0,0,0,0,1,5,0,0,0.0,0.0
Reinhard LAUCK,East Germany,6,1,0,0,0,0,0,0,3,3,0,0,0.0,0.0
Refik SABANADZOVIC,Yugoslavia,5,1,0,0,2,1,1,0,4,1,0,0,0.0,0.6
Raymond PASELLO,Switzerland,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Rene HIGUITA,Colombia,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Raymond MOMMENS,Belgium,12,2,0,0,0,0,0,0,1,11,0,0,0.0,0.0
Raymond KAELBEL,France,8,2,0,0,0,0,0,0,8,0,0,0,0.0,0.0
Raymond BELLOT,France,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Raymond AUSLOOS,Belgium,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Ray WILSON,England,10,2,0,0,0,0,0,0,10,0,0,0,0.0,0.0
Ray WILKINS,England,10,2,0,0,2,1,1,0,7,3,0,0,0.0,0.3
Ray RICHARDS,Australia,3,1,0,0,1,1,1,0,3,0,0,0,0.0,0.667
Ray CLEMENCE,England,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Raul SANCHEZ,Chile,6,1,0,0,0,0,0,0,6,0,0,0,0.0,0.0
Raul PAEZ,Argentina,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Rene HENRIKSEN,Denmark,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Rene LLENSE,France,3,2,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Ricki HERBERT,New Zealand,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Ricardo GIUSTI,Argentina,14,2,0,0,4,1,1,0,10,4,0,0,0.0,0.357
Richard WITSCHGE,Netherlands,4,1,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Richard WILSON,New Zealand,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Richard KEITH,Northern Ireland,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
Richard GOUGH,Scotland,6,2,0,0,0,0,0,0,4,2,0,0,0.0,0.0
Richard DUERR,Switzerland,6,2,0,0,0,0,0,0,3,3,0,0,0.0,0.0
Riccardo FERRI,Italy,7,1,0,0,1,0,0,0,6,1,0,0,0.0,0.143
Ricardo ZAMORA,Spain,3,1,0,0,0,0,0,2,2,1,0,0,0.0,0.0
Ricardo VILLA,Argentina,7,1,0,0,1,0,0,0,0,7,0,0,0.0,0.143
Ricardo LA VOLPE,Argentina,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Ricardo INFANTE,Argentina,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Ricardo GARDNER,Jamaica,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Rene NDJEYA,Cameroon,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
Ricardo GALLEGO,Spain,10,2,0,0,0,0,0,0,4,6,0,0,0.0,0.0
Ricardo BOCHINI,Argentina,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Riadh JELASSI,Tunisia,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Riadh BOUAZIZI,Tunisia,4,2,0,0,2,0,0,0,3,1,0,0,0.0,0.5
Rezso SOMLAI,Hungary,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Revaz DZODZVASHVILI,Soviet Union,4,1,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Rene VERHEYEN,Belgium,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
Rene VANDEREYCKEN,Belgium,12,2,0,0,0,0,0,0,2,10,0,0,0.0,0.0
Rene VALENZUELA,Chile,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Rene QUITRAL,Chile,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Roberto TELCH,Argentina,6,1,0,0,0,0,0,0,4,2,0,0,0.0,0.0
Roberto TRICELLA,Italy,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Rodion CAMATARU,Romania,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Ruben CORBO,Uruguay,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Ruben PEREIRA,Uruguay,4,1,0,0,0,0,0,0,2,2,0,0,0.0,0.0
Ruben PAZ,Uruguay,8,2,0,0,0,0,0,0,3,5,0,0,0.0,0.0
Ruben PAGNANINI,Argentina,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Ruben NAVARRO,Argentina,3,1,0,0,1,0,0,2,2,1,0,0,0.0,0.333
Ruben MORAN,Uruguay,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Ruben HERNANDEZ,Colombia,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Ruben GONZALEZ,Uruguay,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Ruben GLARIA,Argentina,6,1,0,0,0,0,0,0,1,5,0,0,0.0,0.0
Ruben GALVAN,Argentina,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Ruben CORREA,Peru,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Ruben BARENO,Uruguay,6,1,0,0,0,0,0,0,1,5,0,0,0.0,0.0
Ruben SORIA,Uruguay,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Roy WEGERLE,USA,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Roy VERNON,Wales,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
Roy REA,Northern Ireland,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Roy MYERS,Costa Rica,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Roy KEANE,Ireland,4,1,0,0,1,0,0,0,4,0,0,0,0.0,0.25
Roy BENTLEY,England,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Roy ANDERSSON,Sweden,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Roy AITKEN,Scotland,6,2,0,0,0,0,0,3,6,0,0,0,0.0,0.0
Rostilav VOJACEK,Czechoslovakia,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Rosen KIRILOV,Bulgaria,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Ruben RUIZ DIAZ,Paraguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Ruben SOSA,Argentina,7,2,0,0,1,0,0,0,4,3,0,0,0.0,0.143
Rodolf RODRIGUEZ,Uruguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Ruediger SCHNUPHASE,East Germany,6,1,0,0,0,0,0,0,2,4,0,0,0.0,0.0
S R JUNG,South Korea,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
S J HA,South Korea,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
S G KIM,South Korea,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Ryszard TARASIEWICZ,Poland,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Ryszard KOMORNICKI,Poland,4,1,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Ruud HESP,Netherlands,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Ruud GEELS,Netherlands,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Rune CARLSSON,Sweden,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Rune BRATSETH,Norway,3,1,0,0,0,0,0,3,3,0,0,0,0.0,0.0
Rumen GORANOV,Bulgaria,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Ruedi GYGER,Switzerland,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Rudi HOFFMANN,West Germany,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Rudolf WETZER,Romania,2,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0
Rudolf SZANWALD,Austria,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Rudolf RAFTL,Austria,6,2,0,0,0,0,0,0,2,4,0,0,0.0,0.0
Rudolf KRCIL,Czechoslovakia,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Rudolf GRAMLICH,Germany,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Rudolf GELLESCH,Germany,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Rudolf BUERGER,Romania,4,2,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Rudi VIERTL,Austria,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Rudi SMIDTS,Belgium,4,1,0,0,1,0,0,0,3,1,0,0,0.0,0.25
Rudi KARGUS,West Germany,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Roque MASPOLI,Uruguay,9,2,0,0,0,0,0,0,8,1,0,0,0.0,0.0
Ronny PETTERSSON,Sweden,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Ronny JOHNSEN,Norway,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Roger BYRNE,England,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Roland AMAN,Sweden,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Roger VONLANTHEN,Switzerland,7,2,0,0,0,0,0,0,6,1,0,0,0.0,0.0
Roger SAINT-VIL,Haiti,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Roger QUINCHE,Switzerland,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Roger NILSEN,Norway,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Roger MATHIS,Switzerland,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Roger MARCHE,France,8,2,0,0,0,0,0,2,2,6,0,0,0.0,0.0
Roger GOMEZ,Costa Rica,4,1,0,0,2,0,0,0,3,1,0,0,0.0,0.5
Roger FEUTMBA,Cameroon,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Roger COURTOIS,France,3,2,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Roger BOCQUET,Switzerland,7,2,0,0,0,0,0,5,7,0,0,0,0.0,0.0
Ronnie WHELAN,Ireland,9,2,0,0,0,0,0,0,0,9,0,0,0.0,0.0
Rogelio FARIAS,Chile,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Rogelio DOMINGUEZ,Argentina,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Rogelio DELGADO,Paraguay,4,1,0,0,0,0,0,4,4,0,0,0,0.0,0.0
Rodrigo RUIZ,Mexico,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Rodrigo BARRERA,Chile,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Rodolfo SANDOVAL,Uruguay,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Rodolfo PINI,Uruguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Rodolfo ORLANDINI,Argentina,5,1,0,0,0,0,0,0,3,2,0,0,0.0,0.0
Rodolfo MANZO,Peru,6,1,0,0,1,0,0,0,6,0,0,0,0.0,0.167
Rodolfo DUBO,Chile,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
Roland ANDERSSON,Sweden,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Roland GRIP,Sweden,9,2,0,0,0,0,0,0,5,4,0,0,0.0,0.0
Roland HATTENBERGER,Austria,11,2,0,0,1,0,0,0,4,7,0,0,0.0,0.091
Roland IRUSTA,Argentina,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Ronnie HELLSTROM,Sweden,12,3,0,0,0,0,0,0,10,2,0,0,0.0,0.0
Ronald WORM,West Germany,6,1,0,0,0,0,0,0,0,6,0,0,0.0,0.0
Ronald MARIN,Costa Rica,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Ronald LANGON,Uruguay,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Ronald KOEMAN,Netherlands,9,2,0,0,1,0,0,5,9,0,1,0,0.0,0.111
Ronald FUENTES,Chile,4,1,0,0,1,0,0,0,4,0,0,0,0.0,0.25
Ronald CLAYTON,England,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Ron STANIFORTH,England,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Ron SPRINGETT,England,10,2,0,0,0,0,0,0,4,6,0,0,0.0,0.0
Ron HEWITT,Wales,5,1,0,0,0,0,0,0,3,2,0,0,0.0,0.0
Ron FLOWERS,England,10,2,0,0,0,0,0,0,4,6,2,0,0.0,0.0
Romildo ETCHEVERRY,Paraguay,2,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0
Romano FOGLI,Italy,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Roman WOJCICKI,Poland,17,3,0,0,2,0,0,0,4,13,0,0,0.0,0.118
Roman MAHLICH,Austria,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Roman JAKOBCZAK,Poland,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Rolf RUESSMANN,West Germany,6,1,0,0,0,0,0,0,6,0,0,0,0.0,0.0
Rolando SERRANO,Colombia,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Rolando GARCIA,Chile,3,1,0,0,1,0,0,0,3,0,0,0,0.0,0.333
Rolando CHILAVERT,Paraguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Roland NILSSON,Sweden,10,2,0,0,1,0,0,2,10,0,0,0,0.0,0.1
Kembo Uba KEMBO,Zaire,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Jozsef TURAY,Hungary,4,1,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Keith McKAY,New Zealand,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Cesar GUTIERREZ,Honduras,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Christian DALGER,France,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Christian DAILLY,Scotland,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Chris WOODS,England,12,2,0,0,0,0,0,0,0,12,0,0,0.0,0.0
Chris WADDLE,England,12,2,0,0,0,0,0,0,8,4,0,0,0.0,0.0
Chris NICHOLL,Northern Ireland,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
Chris MORRIS,Ireland,5,1,0,0,1,0,0,0,5,0,0,0,0.0,0.2
Chris HENDERSON,USA,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Choukri EL OUAER,Tunisia,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Chidi NWANU,Nigeria,4,1,0,0,1,0,0,0,4,0,0,0,0.0,0.25
Charly ELSENER,Switzerland,6,2,0,0,0,0,0,0,5,1,0,0,0.0,0.0
Charlie NICHOLAS,Scotland,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Charlie COLOMBO,USA,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Charles TOUBE,Cameroon,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Charles GEERTS,Belgium,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Charles CASALI,Switzerland,4,1,0,0,0,0,0,0,3,1,0,0,0.0,0.0
Chad DEERING,USA,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Chaabane MERZEKANE,Algeria,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Cetin ZEYBEK,Turkey,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Cestmir PATZEL,Czechoslovakia,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Cesare MALDINI,Italy,3,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0
Cesar ZABALA,Paraguay,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Cesar VEGA,Uruguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Cesar RUMINSKI,France,2,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0
Christian DULCA,Romania,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Christian KAREMBEU,France,7,1,0,0,1,0,0,0,4,3,0,0,0.0,0.143
Christian KEGLEVITS,Austria,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Claude BARTHELEMY,Haiti,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Cliff JONES,Wales,5,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0
Cle KOOIMAN,USA,4,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0
Claudio SUAREZ,Mexico,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Claudio SALA,Italy,7,1,0,0,0,0,0,0,0,7,0,0,0.0,0.0
Claudio REYNA,USA,7,2,0,0,1,0,0,0,3,4,0,0,0.0,0.143
Claudio LEZCANO,Paraguay,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Claudio JARA,Costa Rica,4,1,0,0,1,0,0,0,4,0,0,0,0.0,0.25
Claudio GENTILE,Italy,14,2,0,0,3,0,0,0,13,1,0,0,0.0,0.214
Claudio BORGHI,Argentina,7,1,0,0,0,0,0,0,2,5,0,0,0.0,0.0
Claude PAPI,France,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Claude ABBES,France,8,2,0,0,0,0,0,0,4,4,0,0,0.0,0.0
Christian PIOT,Belgium,3,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0
Clarence SEEDORF,Netherlands,7,1,0,0,1,0,0,0,3,4,0,0,0.0,0.143
Claes CRONQVIST,Sweden,9,2,0,0,1,0,0,0,1,8,0,0,0.0,0.111
Ciro FERRARA,Italy,7,1,0,0,0,0,0,0,1,6,0,0,0.0,0.0
Ciriaco SFORZA,Switzerland,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Christos KARKAMANIS,Greece,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Christopher SULLIVAN,USA,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Christopher HUGHTON,Ireland,5,1,0,0,0,0,0,0,0,5,0,0,0.0,0.0
Christopher DAWES,Jamaica,3,1,0,0,1,0,0,0,2,1,0,0,0.0,0.333
Christophe OHREL,Switzerland,4,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0
Christian ZIEGE,Germany,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
Cesar RAMIREZ,Paraguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Cesar ESPINOZA,Chile,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Colin BAKER,Wales,5,1,0,0,0,0,0,0,1,4,0,0,0.0,0.0
Celso OTERO,Uruguay,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Carlos OLIVERA,Cuba,3,1,0,0,0,0,0,0,0,3,0,0,0.0,0.0
Carlos MUNOZ,Mexico,5,1,0,0,1,0,0,0,4,1,0,0,0.0,0.2
Carlos LAPETRA,Spain,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Carlos IBANEZ,Chile,3,1,0,0,0,0,0,0,1,2,0,0,0.0,0.0
Carlos HOYOS,Colombia,4,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0
Carlos HERMOSILLO,Mexico,9,2,0,0,0,0,0,0,2,7,0,0,0.0,0.0
